Question,Answer,Age,Sex
4. Do you want to go back to school/nursery?,Yes I miss my teachers Anna Nelson Nicole Blomkvist,4,f
5. Who is the first person you are going to hug when lockdown is over?,Keira i miss her so muches Theresa Jean Nuxoll,4,f
6. Where is the first place you want to go after lockdown?,Aunt Tjs house for sleep over Theresa Jean Nuxoll,4,f
7. What do you think we can do to get rid of the Corona virus?,Put it away for a bit,4,f
8. Are mommy and daddy good teachers?,Yeah,4,f
9. How did the Corona Virus start?,Ummmmm I forget,4,f
10. If you had to wear protective clothing to help you what would it be?,A hat and mask like mama,4,f
11. Are you enjoying lockdown?,No I want my friends and the spalsh pad,4,f
1. What is the coronavirus?,F- A virus,4,f
2. Who is the president?,F- Donald “Trunk”,4,f
3. How many days have we been in lockdown?,"F- not sure, probably around 60",4,f
4. Do you want to go back to school?,F- NO (my boy loves being home),4,f
5. Who is the first person you are going to hug when lockdown is over?,F- Mim and Pep,4,f
6. Where is the first place you want to go?,F-The beach,4,f
7. What do you think we can do to get rid of the Coronavirus?,F- No answer,4,f
8. Is mommy a good teacher?,F- Yes,4,f
9. How did the Coronavirus start?,F- Two men made it,4,f
10. If you had to wear protective clothing to help you what would it be?,F- A gilly suit,4,f
11. Are you enjoying lockdown?￼,F- YEEEESSSSSSS,4,f
1. What is the Coronavirus?,A virus.,4,f
2. Who is the president?,Donald Trump,4,f
3. How many days have we been in lockdown?,Don’t know.,4,f
4. Do you want to go back to school?,No. Actually yes.,4,f
5. Who is the first person you are going to hug when lockdown is over?,Hmmm probably Ms. Brittany.,4,f
6. Where is the first place you want to go?,Aquatics,4,f
7. What do you think we can do to get rid of the Coronavirus?,Cut it up.,4,f
8. Are mommy and daddy good teachers?,Yes,4,f
9. How did the Coronavirus start?,I don't know,4,f
10. If you had to wear protective clothing what would it be?,"Masks, gloves, protection",4,f
11. Are you enjoying lockdown?,No,4,f
12. What’s your favorite part of quarantine?,When we get to go out.,4,f
1. What is the Coronavirus?,A little thing in the air and inside of you. Gets in your nose and mouth and makes you get all sick .,4,m
2. Who is the president?,Is it a grownup?,4,m
3. How many days have we been in lockdown?,5 days.,4,m
4. Do you want to go back to school?,No,4,m
5. Who is the first person you are going to hug when lockdown is over?,"Asher and Grayson,",4,m
6. Where is the first place you want to go?,To Asher’s house,4,m
7. What do you think we can do to get rid of the Conoravirus?,Stay in bed and get medicine.￼,4,m
8. Is mom a good teacher?,Yes,4,m
9. Are you enjoying the lockdown?,Yes,4,m
10. Do you still like your mom?,Yes I do,4,m
12. What is the best thing about having to stay at home?,B- movies,4,m
1. What is the Coronavirus?,"I don’t know, germs",4,f
2. Who is the president?,Trump,4,f
3. How many days have we been in quarantine?,Shrug....15,4,f
4. Do you want school to start back up?,Yes.,4,f
5. Who is the first person you are going to hug when quarantine is over?,Sawyer and Sienna at school,4,f
6. Where is the first place you want to go?,"Denver, to go eat snow, yummy!",4,f
7. What do you think we can do to get rid of the Coronavirus?,Put fire on the virus,4,f
8. Is Mommy a good teacher?,Yes.,4,f
9. How did the Coronavirus start?,I dont know.,4,f
10. If you had to wear protective clothing to help you what would it be?,Cinderella dress (matter of factly said it),4,f
11. Are you enjoying quarantine?,Yes.,4,f
1. What is the Coronavirus?,"M-uh, I don’t know.",4,?
2. Who is the president?,M-Santa,4,?
3. How many days have we been in lockdown?,M-A lot of days,4,?
4. Do you want to go back to school?,M- Yeah.. it’s cool. But I love my house better.,4,?
5. Who is the first person you are going to hug when lockdown is over?,M-Daddy. He’s my favorite Guy in the world.,4,?
6. Where is the first place you want to go?,M-you know there is a roller coaster in this world?,4,?
7. What do you think we can do to get rid of the Coronavirus?,M-kill it with the sun,4,?
8. Are mommy and daddy good teachers?,M- yep,4,?
"9. Do you know, how the Coronavirus started?",M- someone ate a bat,4,?
10. If you had to wear protective clothing to help you what would it be?,M- ninja mask,4,?
11. Are you enjoying lockdown?,M- yeah. It’s good. I like it.,4,?
1. What is the Coronavirus?,Corona fever,4,f
2. Who is the president?,Santa Claus,4,f
3. How many days have we been in lockdown?,1 day,4,f
4. Do you want to go back to school?,Ya with Ms. Rachel and my friends,4,f
5. Who is the first person you are going to hug when lockdown is over?,Mom or dad,4,f
6. Where is the first place you want to go?,I want to go to Aurora because I love there.,4,f
7. What do you think we can do to get rid of the Coronavirus?,Dad can check them because he is a doctor,4,f
8. Are mommy and daddy good teachers?,Ya,4,f
9. How did the Coronavirus start?,Because that’s against the law,4,f
10. If you had to wear protective clothing to help you what would it be?,A dress can keep me safe and cozy,4,f
12. What is the best thing about having to stay home?,Play outside,4,f
1. What is the Coronavirus?,A type of germs,4,m
2. Who is the president?,I don’t remember what a president is,4,m
3. How many days have we been in lockdown?,"He counted to 20 and then said “I can’t count that many, we had to stay home lots of days”",4,m
4. Do you want to go back to school?,NA,4,m
5. Who is the first person you are going to hug when lockdown is over?,Donald Trumpet (we had a discussion about the president after the president question),4,m
6. Where is the first place you want to go?,McDonald’s,4,m
7. What do you think we can do to get rid of the Coronavirus?,Clean it!,4,m
8. Are your parents good teachers?,NA,4,m
9. How did the Coronavirus start?,People going to parks with germs,4,m
10. If you had to wear protective clothing to help you what would it be?,Police officer clothes,4,m
11. Are you enjoying being on this lockdown?,I just wish I could go to a park.,4,m
1. What is the Coronavirus?,J- Um a choo choo in there.,4,f
2. Who is the president?,"J - Um, dinosaur and Train and PJ Mask and Sophie (our dog ).",4,f
3. How many days have we been in lockdown?,J -3 days and 2.,4,f
4. Do you want to go back to school?,J - Why? (I repeat the question) No.,4,f
5. Who is the first person you are going to hug when lockdown is over?,"J - um Nye (Lauren, he means nice... she’s the nice sister) and sissy.",4,f
6. Where is the first place you want to go?,"J - Museaum (Henry Ford), Aquarium( Shedd) and Target.",4,f
7. What do you think we can do to get rid of the Coronavirus?,"J -Train, train, train, train, train, train, train.",4,f
8. Is mommy a good teacher?,J - Yeah.,4,f
9. How did the Coronavirus start?,J - Meat in there.,4,f
10. If you had to wear protective clothing to help you what would it be?,J - Choo choo and juice.,4,f
11. Are you enjoying lockdown?,J - Yep!,4,f
1. What is Coronavirus,Coronavirus is so you need to stay healthy and not be sick,4,f
2. Who is the president,Me,4,f
3. How many days have we been in lockdown?,So many days,4,f
4. Do you want to go back to school,"Yeah, I wish so.",4,f
5. Who is the first person you are going to hug when lockdown is over,Jo and Charlie and Cam and Cole,4,f
6. Where is the first place you want to go?,Hobby lobby and TJ maxx,4,f
7. What do you think we can do to get rid of the Coronavirus?,Stay healthy,4,f
8. Is mom a good teacher,Yes,4,f
9. How did the Coronavirus start,Um germs,4,f
10. If you had to wear protective clothing to help you what would it be,Gloves and masks and hats,4,f
11. Are you enjoying the lockdown,No,4,f
12. Are you scared of the Coronavirus,No,4,f
13. Do you think you could get the Corona virus,"Yes, because they are germs",4,f
1. What is the Coronavirus?,Umm when people get sick,4,f
3. How many days have we been in lockdown?,60,4,f
4. Do you want to go back to school?,Uh huh!!!,4,f
5. Who is the first person you are going to hug when lockdown is over?,Miss Josie!! Josie Mutch,4,f
6. Where is the first place you want to go?,WalMart,4,f
7. What do you think we can do to get rid of the Coronavirus?,Stay home!,4,f
8. Is mom a good teacher?,Mhmmm!!,4,f
9. How did the Coronavirus started?,I don’t know!,4,f
10. If you had to wear protective clothing to help you what would it be?,A sweatshirt  and pants!,4,f
11. Are you enjoying the lockdown?,No!,4,f
12. Are you scared of the Coronavirus?,No!,4,f
13. Do you think you could get the Corona virus?,No!,4,f
1. What is the Coronavirus?,Mya-It is green!,4,f
2. Who is the president?,Mya-President Trump,4,f
3. How many days have we been in lockdown?,Mya-Forever,4,f
4. Do you want to go back to school?,Mya-Yes to see Mrs. Black,4,f
5. Who is the first person you are going to hug when lockdown is over?,Mya-Lane,4,f
6. Where is the first place you want to go?,Mya-School,4,f
7. What do you think we can do to get rid of the Coronavirus?,Mya-Make Coronavirus medicine so the virus will eat it and he will die!,4,f
8. Are mommy and daddy good teachers?,Mya-Ummmm hummmm,4,f
9. How did the Coronavirus start?,Mya-I don’t know.,4,f
10. If you had to wear protective clothing to help you what would it be?,Mya-A dress and princess shoes,4,f
11. Are you enjoying lockdown? Why?,Mya-Yes! Play and watch and sleep and eat lots of popsicles,4,f
1. What is the Coronavirus?,“It’s that sickness that everyone has right now”,4,m
2. Who is the president?,“Ummm idk is his name Bob?”,4,m
3. How many days have we been in lock down?,A hundred million,4,m
4. Do you want to go back to school?,“YES!”,4,m
5. Who is the first person you are going to hug when lock down is over?,“Abigail” (a friend from school),4,m
6. Where is the first place you want to go?,“School”,4,m
7. What do you think we can do to get rid of the Coronavirus?,“The sun.. like warmth”,4,m
8. Is mom/dad a good teacher?,“Of course “,4,m
9. How did the Coronavirus start?,“Someone ate a bat in China and it had the virus”,4,m
10. If you had to wear protective clothing to help you what would it be?,“A mask”,4,m
11. Are you enjoying the lock down?,“Ummm no.”,4,m
1. What is the Coronavirus?,A little bug,4,f
2. Who is the president?,George Washington,4,f
3. How many days have we been in lockdown?,15 ........... (feels like 15 years),4,f
4. Do you want to go back to school/daycare?,Yeah,4,f
5. Who is the first person you are going to hug when lockdown is over?,Rj,4,f
6. Where is the first place you want to go?,Movies,4,f
7. What do you think we can do to get rid of the Coronavirus?,Ask God,4,f
8. Are your parents good teachers?,Yeah  ......  good thing since I am a teacher,4,f
9. How did the Coronavirus start?,A little bug,4,f
10. If you had to wear protective clothing to help you what would it be?,Apron,4,f
11. Are you enjoying the lockdown?,No.,4,f
1. What is the coronavirus, I can’t go to school,4,m
2. Who is the president, I’m not telling you,4,m
3. How many days have we been in quarantine, I do not know,4,m
4. Do you want to go back to school, Yes,4,m
5. Who is the first person you are going to hug when this virus is over, Nobody,4,m
6. Where is the first place you want to go, McDonald’s,4,m
7. What do you think we can do to get rid of the coronavirus, Slam it on rocks! (Good answer kid),4,m
8. Are your parents good teachers, No,4,m
9. How did the coronavirus start,  By stupid people,4,m
"10. If you had to wear protective clothing to help you, what would it be", Mask so we can go in that one place,4,m
11. What is quarantine, Quarantine is where you stay at home and buy toys for your little children,4,m
12. Do you like being in quarantine," Yes, it’s my favorite place",4,m
1. What is the Cornavirus?,Just a virus,4,m
2. Who is the president?,Donald Trump,4,m
3. How many days have we been in lockdown?,"21,000",4,m
4. Do you want to go to school?,Yes,4,m
6. Where is the first place you want to go?,The pool,4,m
